ref_techant;ref_obj;technique;ouvrage;champ;libelle_1;libelle_2;unite;frequence;type
28873;31715;ELE DISTR;POSTE ETANG;I25 ROULEMAZ;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur moyenne
12659;4564;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;P ACTIVE;MW;15 MINUTES;Valeur moyenne
12660;4564;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;P ACTIVE;MW;15 MINUTES;Valeur minimum
12661;4564;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;P ACTIVE;MW;15 MINUTES;Valeur maximum
12658;4564;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
435;4484;ELE DISTR;POSTE ETANG;D02 CELTES-STADE;MESURE;P ACTIVE;MW;15 MINUTES;Valeur moyenne
436;4484;ELE DISTR;POSTE ETANG;D02 CELTES-STADE;MESURE;P ACTIVE;MW;15 MINUTES;Valeur minimum
434;4484;ELE DISTR;POSTE ETANG;D02 CELTES-STADE;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
437;4484;ELE DISTR;POSTE ETANG;D02 CELTES-STADE;MESURE;P ACTIVE;MW;15 MINUTES;Valeur maximum
1171;4267;ELE DISTR;POSTE ETANG;G14 CHAMP BARBY;MESURE;P ACTIVE;MW;15 MINUTES;Valeur moyenne
1172;4267;ELE DISTR;POSTE ETANG;G14 CHAMP BARBY;MESURE;P ACTIVE;MW;15 MINUTES;Valeur minimum
1173;4267;ELE DISTR;POSTE ETANG;G14 CHAMP BARBY;MESURE;P ACTIVE;MW;15 MINUTES;Valeur maximum
1170;4267;ELE DISTR;POSTE ETANG;G14 CHAMP BARBY;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
19659;4423;ELE DISTR;POSTE ETANG;I24 PETIT PALUD;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur maximum
19658;4423;ELE DISTR;POSTE ETANG;I24 PETIT PALUD;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur minimum
19650;4423;ELE DISTR;POSTE ETANG;I24 PETIT PALUD;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
19657;4423;ELE DISTR;POSTE ETANG;I24 PETIT PALUD;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
14059;4236;ELE DISTR;POSTE ETANG;G12 VILLAGE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur maximum
14050;4236;ELE DISTR;POSTE ETANG;G12 VILLAGE;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
14058;4236;ELE DISTR;POSTE ETANG;G12 VILLAGE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur minimum
14057;4236;ELE DISTR;POSTE ETANG;G12 VILLAGE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
9554;4531;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
12626;4283;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;P REACTIVE;MVAr;1 MINUTE;Valeur moyenne
12629;4283;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur maximum
14563;4690;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;COURANT L2;A;15 MINUTES;Valeur moyenne
28461;14980;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur moyenne
28460;14980;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;P APPARENTE;MVA;1 MINUTE;Valeur moyenne
28462;14980;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur minimum
28463;14980;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur maximum
28891;31717;ELE DISTR;POSTE ETANG;I26 RESERVE;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur maximum
12628;4283;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur minimum
12627;4283;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur moyenne
13403;4393;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur maximum
13394;4393;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
13402;4393;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur minimum
13401;4393;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
43115;48307;ELE DISTR;POSTE ETANG;T03 TRANSFO;MESURE;TEMPERATURE SOL;°C;1 HEURE;Valeur moyenne
43111;48307;ELE DISTR;POSTE ETANG;T03 TRANSFO;MESURE;TEMPERATURE SOL;°C;1 MINUTE;Valeur moyenne
1699;4454;ELE DISTR;POSTE ETANG;I26 RESERVE;MESURE;P ACTIVE;MW;15 MINUTES;Valeur moyenne
35404;6773;ELE DISTR;POSTE ETANG;HI20 COUPLAGE;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
35406;6773;ELE DISTR;POSTE ETANG;HI20 COUPLAGE;MESURE;P ACTIVE;MW;15 MINUTES;Valeur minimum
35407;6773;ELE DISTR;POSTE ETANG;HI20 COUPLAGE;MESURE;P ACTIVE;MW;15 MINUTES;Valeur maximum
28889;31717;ELE DISTR;POSTE ETANG;I26 RESERVE;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur moyenne
28888;31717;ELE DISTR;POSTE ETANG;I26 RESERVE;MESURE;P APPARENTE;MVA;1 MINUTE;Valeur moyenne
28890;31717;ELE DISTR;POSTE ETANG;I26 RESERVE;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur minimum
14562;4690;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;COURANT L2;A;1 MINUTE;Valeur moyenne
19291;4281;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur maximum
19290;4281;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur minimum
19282;4281;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
19289;4281;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
14901;4394;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;P ACTIVE;MW;15 MINUTES;Valeur maximum
14898;4394;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
14900;4394;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;P ACTIVE;MW;15 MINUTES;Valeur minimum
14899;4394;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;P ACTIVE;MW;15 MINUTES;Valeur moyenne
7636;4669;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;P ACTIVE;MW;15 MINUTES;Valeur minimum
7635;4669;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;P ACTIVE;MW;15 MINUTES;Valeur moyenne
14564;4690;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;COURANT L2;A;15 MINUTES;Valeur minimum
14565;4690;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;COURANT L2;A;15 MINUTES;Valeur maximum
43147;48309;ELE DISTR;POSTE ETANG;T04 TRANSFO;MESURE;TEMPERATURE SOL;°C;1 HEURE;Valeur moyenne
15250;4377;ELE DISTR;POSTE ETANG;I21 TRANSFO T03;MESURE;P REACTIVE;MVAr;1 MINUTE;Valeur moyenne
15253;4377;ELE DISTR;POSTE ETANG;I21 TRANSFO T03;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur maximum
13899;4563;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur maximum
19509;4527;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;COURANT L1;A;15 MINUTES;Valeur maximum
14514;6182;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
14517;6182;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;P ACTIVE;MW;15 MINUTES;Valeur maximum
14516;6182;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;P ACTIVE;MW;15 MINUTES;Valeur minimum
14515;6182;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;P ACTIVE;MW;15 MINUTES;Valeur moyenne
8473;4266;ELE DISTR;POSTE ETANG;G14 CHAMP BARBY;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
3154;4282;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
4755;4550;ELE DISTR;POSTE ETANG;E06 RESERVE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur moyenne
4754;4550;ELE DISTR;POSTE ETANG;E06 RESERVE;MESURE;P REACTIVE;MVAr;1 MINUTE;Valeur moyenne
19508;4527;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;COURANT L1;A;15 MINUTES;Valeur minimum
14499;6180;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;COURANT L1;A;15 MINUTES;Valeur moyenne
28757;31681;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;P APPARENTE;kVA;15 MINUTES;Valeur moyenne
14501;6180;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;COURANT L1;A;15 MINUTES;Valeur maximum
4756;4550;ELE DISTR;POSTE ETANG;E06 RESERVE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur minimum
19506;4527;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;COURANT L1;A;1 MINUTE;Valeur moyenne
19507;4527;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;COURANT L1;A;15 MINUTES;Valeur moyenne
6923;6181;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur maximum
3157;4282;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;P ACTIVE;MW;15 MINUTES;Valeur maximum
18803;4656;ELE DISTR;POSTE ETANG;F06 TRANSFO T03;MESURE;COURANT L3;A;15 MINUTES;Valeur moyenne
18804;4656;ELE DISTR;POSTE ETANG;F06 TRANSFO T03;MESURE;COURANT L3;A;15 MINUTES;Valeur minimum
18805;4656;ELE DISTR;POSTE ETANG;F06 TRANSFO T03;MESURE;COURANT L3;A;15 MINUTES;Valeur maximum
18802;4656;ELE DISTR;POSTE ETANG;F06 TRANSFO T03;MESURE;COURANT L3;A;1 MINUTE;Valeur moyenne
4757;4550;ELE DISTR;POSTE ETANG;E06 RESERVE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur maximum
3156;4282;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;P ACTIVE;MW;15 MINUTES;Valeur minimum
3155;4282;ELE DISTR;POSTE ETANG;G15 PEPINIERE;MESURE;P ACTIVE;MW;15 MINUTES;Valeur moyenne
7778;4297;ELE DISTR;POSTE ETANG;G16 BATTENTIN 25E;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
7781;4297;ELE DISTR;POSTE ETANG;G16 BATTENTIN 25E;MESURE;P ACTIVE;MW;15 MINUTES;Valeur maximum
6922;6181;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur minimum
6914;6181;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
1193;4530;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;TENSION L3_1;kV;1 JOUR ;Valeur moyenne
1186;4530;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;TENSION L3_1;kV;1 MINUTE;Valeur moyenne
1194;4530;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;TENSION L3_1;kV;1 JOUR ;Valeur minimum
7780;4297;ELE DISTR;POSTE ETANG;G16 BATTENTIN 25E;MESURE;P ACTIVE;MW;15 MINUTES;Valeur minimum
7779;4297;ELE DISTR;POSTE ETANG;G16 BATTENTIN 25E;MESURE;P ACTIVE;MW;15 MINUTES;Valeur moyenne
15330;4313;ELE DISTR;POSTE ETANG;GH17 COUPLAGE;MESURE;P REACTIVE;MVAr;1 MINUTE;Valeur moyenne
15333;4313;ELE DISTR;POSTE ETANG;GH17 COUPLAGE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur maximum
15332;4313;ELE DISTR;POSTE ETANG;GH17 COUPLAGE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur minimum
15331;4313;ELE DISTR;POSTE ETANG;GH17 COUPLAGE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur moyenne
2322;4326;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;COURANT L1;A;1 MINUTE;Valeur moyenne
2325;4326;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;COURANT L1;A;15 MINUTES;Valeur maximum
2324;4326;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;COURANT L1;A;15 MINUTES;Valeur minimum
1195;4530;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;TENSION L3_1;kV;1 JOUR ;Valeur maximum
2089;4498;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
2323;4326;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;COURANT L1;A;15 MINUTES;Valeur moyenne
5746;4395;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;P REACTIVE;MVAr;1 MINUTE;Valeur moyenne
6921;6181;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
28351;8163;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur maximum
28350;8163;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur minimum
28348;8163;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;P APPARENTE;MVA;1 MINUTE;Valeur moyenne
28349;8163;ELE DISTR;POSTE ETANG;E05 TRANSFO T04;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur moyenne
28827;31705;ELE DISTR;POSTE ETANG;I21 TRANSFO T03;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur maximum
28826;31705;ELE DISTR;POSTE ETANG;I21 TRANSFO T03;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur minimum
28824;31705;ELE DISTR;POSTE ETANG;I21 TRANSFO T03;MESURE;P APPARENTE;MVA;1 MINUTE;Valeur moyenne
5749;4395;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur maximum
5748;4395;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur minimum
5747;4395;ELE DISTR;POSTE ETANG;I22 ETANG 25E;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur moyenne
17381;4439;ELE DISTR;POSTE ETANG;I25 ROULEMAZ;MESURE;P ACTIVE;MW;15 MINUTES;Valeur maximum
16538;4696;ELE DISTR;POSTE ETANG;F05 BOTTERENS;MESURE;TENSION;kV;1 JOUR ;Valeur minimum
17749;4253;ELE DISTR;POSTE ETANG;G13 ARTISANS;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur maximum
2091;4498;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur maximum
2082;4498;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
28825;31705;ELE DISTR;POSTE ETANG;I21 TRANSFO T03;MESURE;P APPARENTE;MVA;15 MINUTES;Valeur moyenne
14866;4310;ELE DISTR;POSTE ETANG;GH17 COUPLAGE;MESURE;COURANT L1;A;1 MINUTE;Valeur moyenne
14869;4310;ELE DISTR;POSTE ETANG;GH17 COUPLAGE;MESURE;COURANT L1;A;15 MINUTES;Valeur maximum
14867;4310;ELE DISTR;POSTE ETANG;GH17 COUPLAGE;MESURE;COURANT L1;A;15 MINUTES;Valeur moyenne
14868;4310;ELE DISTR;POSTE ETANG;GH17 COUPLAGE;MESURE;COURANT L1;A;15 MINUTES;Valeur minimum
17380;4439;ELE DISTR;POSTE ETANG;I25 ROULEMAZ;MESURE;P ACTIVE;MW;15 MINUTES;Valeur minimum
17378;4439;ELE DISTR;POSTE ETANG;I25 ROULEMAZ;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
17379;4439;ELE DISTR;POSTE ETANG;I25 ROULEMAZ;MESURE;P ACTIVE;MW;15 MINUTES;Valeur moyenne
14546;4497;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;COURANT L1;A;1 MINUTE;Valeur moyenne
11443;4562;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;COURANT L1;A;15 MINUTES;Valeur moyenne
11444;4562;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;COURANT L1;A;15 MINUTES;Valeur minimum
11445;4562;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;COURANT L1;A;15 MINUTES;Valeur maximum
11442;4562;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;COURANT L1;A;1 MINUTE;Valeur moyenne
14549;4497;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;COURANT L1;A;15 MINUTES;Valeur maximum
14548;4497;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;COURANT L1;A;15 MINUTES;Valeur minimum
14547;4497;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;COURANT L1;A;15 MINUTES;Valeur moyenne
7346;4500;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;P REACTIVE;MVAr;1 MINUTE;Valeur moyenne
7349;4500;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur maximum
16537;4696;ELE DISTR;POSTE ETANG;F05 BOTTERENS;MESURE;TENSION;kV;1 JOUR ;Valeur moyenne
16539;4696;ELE DISTR;POSTE ETANG;F05 BOTTERENS;MESURE;TENSION;kV;1 JOUR ;Valeur maximum
16530;4696;ELE DISTR;POSTE ETANG;F05 BOTTERENS;MESURE;TENSION;kV;1 MINUTE;Valeur moyenne
14500;6180;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;COURANT L1;A;15 MINUTES;Valeur minimum
14498;6180;ELE DISTR;POSTE ETANG;I23 CHAMP BARBY 2;MESURE;COURANT L1;A;1 MINUTE;Valeur moyenne
28758;31681;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;P APPARENTE;kVA;15 MINUTES;Valeur minimum
28759;31681;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;P APPARENTE;kVA;15 MINUTES;Valeur maximum
8731;4373;ELE DISTR;POSTE ETANG;I21 TRANSFO T03;MESURE;TENSION L1_2;kV;1 JOUR ;Valeur maximum
8730;4373;ELE DISTR;POSTE ETANG;I21 TRANSFO T03;MESURE;TENSION L1_2;kV;1 JOUR ;Valeur minimum
21635;4452;ELE DISTR;POSTE ETANG;I26 RESERVE;MESURE;COURANT L1;A;15 MINUTES;Valeur moyenne
13762;4565;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;P REACTIVE;MVAr;1 MINUTE;Valeur moyenne
13765;4565;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur maximum
13764;4565;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur minimum
8722;4373;ELE DISTR;POSTE ETANG;I21 TRANSFO T03;MESURE;TENSION L1_2;kV;1 MINUTE;Valeur moyenne
2090;4498;ELE DISTR;POSTE ETANG;D03 ETANG 20AE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur minimum
23339;4483;ELE DISTR;POSTE ETANG;D02 CELTES-STADE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur maximum
23337;4483;ELE DISTR;POSTE ETANG;D02 CELTES-STADE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
23330;4483;ELE DISTR;POSTE ETANG;D02 CELTES-STADE;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
23338;4483;ELE DISTR;POSTE ETANG;D02 CELTES-STADE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur minimum
11651;4422;ELE DISTR;POSTE ETANG;I24 PETIT PALUD;MESURE;COURANT L1;A;15 MINUTES;Valeur moyenne
11650;4422;ELE DISTR;POSTE ETANG;I24 PETIT PALUD;MESURE;COURANT L1;A;1 MINUTE;Valeur moyenne
11652;4422;ELE DISTR;POSTE ETANG;I24 PETIT PALUD;MESURE;COURANT L1;A;15 MINUTES;Valeur minimum
11653;4422;ELE DISTR;POSTE ETANG;I24 PETIT PALUD;MESURE;COURANT L1;A;15 MINUTES;Valeur maximum
2562;4595;ELE DISTR;POSTE ETANG;E09 RESERVE;MESURE;P REACTIVE;MVAr;1 MINUTE;Valeur moyenne
2565;4595;ELE DISTR;POSTE ETANG;E09 RESERVE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur maximum
2564;4595;ELE DISTR;POSTE ETANG;E09 RESERVE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur minimum
2563;4595;ELE DISTR;POSTE ETANG;E09 RESERVE;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur moyenne
23369;4633;ELE DISTR;POSTE ETANG;F06 TRANSFO T03;MESURE;TENSION L3_1;kV;1 JOUR ;Valeur moyenne
23362;4633;ELE DISTR;POSTE ETANG;F06 TRANSFO T03;MESURE;TENSION L3_1;kV;1 MINUTE;Valeur moyenne
23370;4633;ELE DISTR;POSTE ETANG;F06 TRANSFO T03;MESURE;TENSION L3_1;kV;1 JOUR ;Valeur minimum
13763;4565;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur moyenne
16778;4668;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;TENSION L3_1;kV;1 JOUR ;Valeur minimum
16770;4668;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;TENSION L3_1;kV;1 MINUTE;Valeur moyenne
16779;4668;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;TENSION L3_1;kV;1 JOUR ;Valeur maximum
2853;4328;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;P ACTIVE;kW;15 MINUTES;Valeur maximum
2852;4328;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;P ACTIVE;kW;15 MINUTES;Valeur minimum
2851;4328;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;P ACTIVE;kW;15 MINUTES;Valeur moyenne
2850;4328;ELE DISTR;POSTE ETANG;H18 TELECOMMANDE;MESURE;P ACTIVE;kW;1 MINUTE;Valeur moyenne
8729;4373;ELE DISTR;POSTE ETANG;I21 TRANSFO T03;MESURE;TENSION L1_2;kV;1 JOUR ;Valeur moyenne
17748;4253;ELE DISTR;POSTE ETANG;G13 ARTISANS;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur minimum
17747;4253;ELE DISTR;POSTE ETANG;G13 ARTISANS;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur moyenne
17746;4253;ELE DISTR;POSTE ETANG;G13 ARTISANS;MESURE;P REACTIVE;MVAr;1 MINUTE;Valeur moyenne
10514;4295;ELE DISTR;POSTE ETANG;G16 BATTENTIN 25E;MESURE;COURANT L1;A;1 MINUTE;Valeur moyenne
10517;4295;ELE DISTR;POSTE ETANG;G16 BATTENTIN 25E;MESURE;COURANT L1;A;15 MINUTES;Valeur maximum
10516;4295;ELE DISTR;POSTE ETANG;G16 BATTENTIN 25E;MESURE;COURANT L1;A;15 MINUTES;Valeur minimum
10515;4295;ELE DISTR;POSTE ETANG;G16 BATTENTIN 25E;MESURE;COURANT L1;A;15 MINUTES;Valeur moyenne
23371;4633;ELE DISTR;POSTE ETANG;F06 TRANSFO T03;MESURE;TENSION L3_1;kV;1 JOUR ;Valeur maximum
8585;4548;ELE DISTR;POSTE ETANG;E06 RESERVE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
43131;48308;ELE DISTR;POSTE ETANG;T03 TRANSFO;MESURE;TEMPERATURE PLAFOND;°C;1 HEURE;Valeur moyenne
8586;4548;ELE DISTR;POSTE ETANG;E06 RESERVE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur minimum
8578;4548;ELE DISTR;POSTE ETANG;E06 RESERVE;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
35133;5781;ELE DISTR;POSTE ETANG;G11 COUPLAGE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur maximum
35132;5781;ELE DISTR;POSTE ETANG;G11 COUPLAGE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur minimum
35124;5781;ELE DISTR;POSTE ETANG;G11 COUPLAGE;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
35131;5781;ELE DISTR;POSTE ETANG;G11 COUPLAGE;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
13890;4563;ELE DISTR;POSTE ETANG;E07 CHAMP BARBY 1;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
43127;48308;ELE DISTR;POSTE ETANG;T03 TRANSFO;MESURE;TEMPERATURE PLAFOND;°C;1 MINUTE;Valeur moyenne
18731;4251;ELE DISTR;POSTE ETANG;G13 ARTISANS;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur maximum
18730;4251;ELE DISTR;POSTE ETANG;G13 ARTISANS;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur minimum
18722;4251;ELE DISTR;POSTE ETANG;G13 ARTISANS;MESURE;TENSION L2_3;kV;1 MINUTE;Valeur moyenne
18729;4251;ELE DISTR;POSTE ETANG;G13 ARTISANS;MESURE;TENSION L2_3;kV;1 JOUR ;Valeur moyenne
18947;4298;ELE DISTR;POSTE ETANG;G16 BATTENTIN 25E;MESURE;P REACTIVE;MVAr;15 MINUTES;Valeur moyenne
16777;4668;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;TENSION L3_1;kV;1 JOUR ;Valeur moyenne
7634;4669;ELE DISTR;POSTE ETANG;F08 TRANSFO T04;MESURE;P ACTIVE;MW;1 MINUTE;Valeur moyenne
